_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,antecedent,antecedent:confidence,orig_antecedent,antecedent_gold,option1,option2,option3,option4,option5
831005986,FALSE,finalized,5,11/20/15 19:21,run,0.8262,It is second down and inches. The ball is on your opponent's 5 yardline. There is 7 minutes left in the third quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005987,FALSE,finalized,5,11/20/15 20:44,run,0.619,It is second down and inches. The ball is on your opponent's 20 yardline. There is 7 minutes left in the third quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005988,FALSE,finalized,5,11/19/15 18:54,run,0.8,It is second down and inches. The ball is on your opponent's 40 yardline. There is 7 minutes left in the third quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005989,FALSE,finalized,5,11/20/15 20:31,run,0.8041,It is second down and inches. The ball is on your 45 yardline. There is 7 minutes left in the third quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005990,FALSE,finalized,5,11/21/15 4:13,run,0.6075,It is second down and inches. The ball is on your 20 yardline. There is 7 minutes left in the third quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005991,FALSE,finalized,5,11/21/15 7:33,run,1,It is second down and inches. The ball is on your opponent's 1 yardline. There is 3 seconds left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005992,FALSE,finalized,5,11/19/15 11:23,pass,0.8127,It is second down and inches. The ball is on your opponent's 5 yardline. There is 3 seconds left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005993,FALSE,finalized,5,11/20/15 21:20,run,0.6,It is second down and inches. The ball is on your opponent's 20 yardline. There is 3 seconds left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005994,FALSE,finalized,5,11/19/15 17:15,pass,0.8204,It is second down and inches. The ball is on your opponent's 40 yardline. There is 3 seconds left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005995,FALSE,finalized,5,11/21/15 14:55,run,1,It is second down and inches. The ball is on your opponent's 1 yardline. There is 2 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005996,FALSE,finalized,5,11/19/15 17:06,run,1,It is second down and inches. The ball is on your opponent's 5 yardline. There is 2 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005997,FALSE,finalized,5,11/18/15 22:09,run,0.7981,It is second down and inches. The ball is on your opponent's 20 yardline. There is 2 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005998,FALSE,finalized,5,11/19/15 14:54,pass,0.5962,It is second down and inches. The ball is on your opponent's 40 yardline. There is 2 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005999,FALSE,finalized,5,11/21/15 13:04,pass,0.4034,It is second down and inches. The ball is on your 45 yardline. There is 2 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006000,FALSE,finalized,5,11/21/15 18:21,run,0.7941,It is second down and inches. The ball is on your 20 yardline. There is 2 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006001,FALSE,finalized,5,11/20/15 9:58,run,1,It is second down and inches. The ball is on your opponent's 1 yardline. There is 7 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006002,FALSE,finalized,5,11/18/15 22:30,run,1,It is second down and inches. The ball is on your opponent's 5 yardline. There is 7 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006003,FALSE,finalized,5,11/21/15 2:41,run,0.6273,It is second down and inches. The ball is on your opponent's 20 yardline. There is 7 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006004,FALSE,finalized,5,11/20/15 15:39,run,0.802,It is second down and inches. The ball is on your opponent's 40 yardline. There is 7 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006005,FALSE,finalized,5,11/20/15 14:08,run,1,It is second down and inches. The ball is on your 45 yardline. There is 7 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006006,FALSE,finalized,5,11/19/15 2:55,run,0.8119,It is second down and inches. The ball is on your 20 yardline. There is 7 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006007,FALSE,finalized,5,11/21/15 13:35,Don't know / it depends,0.5918, You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006008,FALSE,finalized,5,11/21/15 14:22,run,0.8085,It is second down and inches. The ball is on your opponent's 1 yardline. It is the first quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006009,FALSE,finalized,5,11/19/15 16:06,run,0.7822,It is second down and inches. The ball is on your opponent's 5 yardline. It is the first quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006010,FALSE,finalized,5,11/20/15 9:22,run,0.8149,It is second down and inches. The ball is on your opponent's 20 yardline. It is the first quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006011,FALSE,finalized,5,11/19/15 7:32,run,1,It is second down and inches. The ball is on your opponent's 40 yardline. It is the first quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006012,FALSE,finalized,5,11/19/15 2:18,run,0.6214,It is second down and inches. The ball is on your 45 yardline. It is the first quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006013,FALSE,finalized,5,11/19/15 11:26,run,0.8243,It is second down and inches. The ball is on your 20 yardline. It is the first quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006014,FALSE,finalized,5,11/20/15 20:44,run,0.619,It is second down and inches. The ball is on your opponent's 1 yardline. There is 3 seconds left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006015,FALSE,finalized,5,11/18/15 21:23,kick a field goal,0.4175,It is second down and inches. The ball is on your opponent's 5 yardline. There is 3 seconds left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006016,FALSE,finalized,5,11/19/15 3:15,kick a field goal,0.6176,It is second down and inches. The ball is on your opponent's 20 yardline. There is 3 seconds left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006017,FALSE,finalized,5,11/19/15 11:22,kick a field goal,0.6078,It is second down and inches. The ball is on your opponent's 40 yardline. There is 3 seconds left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006018,FALSE,finalized,5,11/21/15 11:13,pass,0.7998,It is second down and inches. The ball is on your 45 yardline. There is 3 seconds left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006019,FALSE,finalized,5,11/21/15 0:54,pass,0.8245,It is second down and inches. The ball is on your 20 yardline. There is 3 seconds left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006020,FALSE,finalized,5,11/20/15 13:42,run,1,It is second down and inches. The ball is on your opponent's 1 yardline. There is 2 minutes left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006021,FALSE,finalized,5,11/21/15 8:01,run,0.7889,It is second down and inches. The ball is on your opponent's 5 yardline. There is 2 minutes left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006022,FALSE,finalized,5,11/21/15 11:53,run,0.8019,It is second down and inches. The ball is on your opponent's 20 yardline. There is 2 minutes left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006023,FALSE,finalized,5,11/19/15 15:37,run,1,It is second down and inches. The ball is on your opponent's 40 yardline. There is 2 minutes left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006024,FALSE,finalized,5,11/20/15 15:59,run,0.7825,It is second down and inches. The ball is on your 45 yardline. There is 2 minutes left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006025,FALSE,finalized,5,11/19/15 10:54,run,0.6263,It is second down and inches. The ball is on your 20 yardline. There is 2 minutes left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006026,FALSE,finalized,5,11/20/15 20:45,run,1,It is second down and inches. The ball is on your opponent's 1 yardline. There is 2 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006027,FALSE,finalized,5,11/21/15 9:18,run,1,It is second down and inches. The ball is on your opponent's 5 yardline. There is 2 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006028,FALSE,finalized,5,11/20/15 11:36,run,1,It is second down and inches. The ball is on your opponent's 20 yardline. There is 2 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006029,FALSE,finalized,5,11/21/15 2:18,run,0.7914,It is second down and inches. The ball is on your opponent's 40 yardline. There is 2 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006030,FALSE,finalized,5,11/19/15 0:13,pass,0.402,It is second down and inches. The ball is on your 45 yardline. There is 2 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006031,FALSE,finalized,5,11/20/15 23:30,pass,0.6055,It is second down and inches. The ball is on your 20 yardline. There is 2 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006032,FALSE,finalized,5,11/21/15 9:10,run,1,It is second down and inches. The ball is on your opponent's 1 yardline. There is 7 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006033,FALSE,finalized,5,11/19/15 8:32,run,1,It is second down and inches. The ball is on your opponent's 5 yardline. There is 7 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006034,FALSE,finalized,5,11/18/15 22:12,run,1,It is second down and inches. The ball is on your opponent's 20 yardline. There is 7 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006035,FALSE,finalized,5,11/20/15 14:55,run,0.8148,It is second down and inches. The ball is on your opponent's 40 yardline. There is 7 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006036,FALSE,finalized,5,11/21/15 14:41,run,1,It is second down and inches. The ball is on your 45 yardline. There is 7 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006037,FALSE,finalized,5,11/21/15 9:18,run,1,It is second down and inches. The ball is on your 20 yardline. There is 7 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006038,FALSE,finalized,5,11/21/15 17:21,run,0.8092,It is second down and inches. The ball is on your opponent's 1 yardline. There is 2 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006039,FALSE,finalized,5,11/20/15 21:04,run,0.8048,It is second down and inches. The ball is on your opponent's 5 yardline. There is 2 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006040,FALSE,finalized,5,11/21/15 5:17,pass,0.8047,It is second down and inches. The ball is on your opponent's 20 yardline. There is 2 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006041,FALSE,finalized,5,11/20/15 18:20,run,0.821,It is second down and inches. The ball is on your opponent's 40 yardline. There is 2 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006042,FALSE,finalized,5,11/20/15 11:36,pass,0.5789,It is second down and inches. The ball is on your 45 yardline. There is 2 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006043,FALSE,finalized,5,11/19/15 14:54,run,0.6154,It is second down and inches. The ball is on your 20 yardline. There is 2 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006044,FALSE,finalized,5,11/19/15 1:52,run,0.8104,It is second down and inches. The ball is on your opponent's 1 yardline. There is 7 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006045,FALSE,finalized,5,11/20/15 21:22,run,0.6214,It is second down and inches. The ball is on your opponent's 5 yardline. There is 7 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006046,FALSE,finalized,5,11/19/15 17:05,run,1,It is second down and inches. The ball is on your opponent's 20 yardline. There is 7 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006047,FALSE,finalized,5,11/21/15 18:21,run,1,It is second down and inches. The ball is on your opponent's 40 yardline. There is 7 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006048,FALSE,finalized,5,11/19/15 15:50,run,1,It is second down and inches. The ball is on your 45 yardline. There is 7 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006049,FALSE,finalized,5,11/21/15 9:14,run,0.8084,It is second down and inches. The ball is on your 20 yardline. There is 7 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006050,FALSE,finalized,5,11/19/15 17:05,Don't know / it depends,0.5922, You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006051,FALSE,finalized,5,11/18/15 22:09,run,1,It is second down and inches. The ball is on your opponent's 1 yardline. It is the first quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006052,FALSE,finalized,5,11/21/15 18:25,run,1,It is second down and inches. The ball is on your opponent's 5 yardline. It is the first quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006053,FALSE,finalized,5,11/21/15 12:58,run,0.6042,It is second down and inches. The ball is on your opponent's 20 yardline. It is the first quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006054,FALSE,finalized,5,11/19/15 18:08,run,1,It is second down and inches. The ball is on your opponent's 40 yardline. It is the first quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006055,FALSE,finalized,5,11/18/15 21:58,run,0.8024,It is second down and inches. The ball is on your 45 yardline. It is the first quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006056,FALSE,finalized,5,11/18/15 21:27,run,0.8198,It is second down and inches. The ball is on your 20 yardline. It is the first quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006057,FALSE,finalized,5,11/19/15 10:30,run,0.6263,It is second down and inches. The ball is on your opponent's 1 yardline. There is 3 seconds left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006058,FALSE,finalized,5,11/21/15 4:41,kick a field goal,0.8137,It is second down and inches. The ball is on your opponent's 5 yardline. There is 3 seconds left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006059,FALSE,finalized,5,11/19/15 19:00,kick a field goal,0.5714,It is second down and inches. The ball is on your opponent's 20 yardline. There is 3 seconds left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006060,FALSE,finalized,5,11/19/15 11:01,pass,0.5998,It is second down and inches. The ball is on your opponent's 40 yardline. There is 3 seconds left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006061,FALSE,finalized,5,11/21/15 2:44,pass,0.5844,It is second down and inches. The ball is on your 45 yardline. There is 3 seconds left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006062,FALSE,finalized,5,11/20/15 21:14,kneel down,0.4264,It is second down and inches. The ball is on your 20 yardline. There is 3 seconds left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006063,FALSE,finalized,5,11/19/15 16:12,run,1,It is second down and inches. The ball is on your opponent's 1 yardline. There is 2 minutes left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006064,FALSE,finalized,5,11/20/15 0:50,run,1,It is second down and inches. The ball is on your opponent's 5 yardline. There is 2 minutes left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006065,FALSE,finalized,5,11/20/15 13:29,run,0.5922,It is second down and inches. The ball is on your opponent's 20 yardline. There is 2 minutes left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006066,FALSE,finalized,5,11/20/15 9:23,run,0.4088,It is second down and inches. The ball is on your opponent's 40 yardline. There is 2 minutes left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006067,FALSE,finalized,5,11/20/15 13:34,run,0.5819,It is second down and inches. The ball is on your 45 yardline. There is 2 minutes left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006068,FALSE,finalized,5,11/20/15 16:01,run,1,It is second down and inches. The ball is on your 20 yardline. There is 2 minutes left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006069,FALSE,finalized,5,11/20/15 20:10,run,0.6366,It is second down and inches. The ball is on your opponent's 1 yardline. There is 2 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006070,FALSE,finalized,5,11/20/15 3:06,run,0.8247,It is second down and inches. The ball is on your opponent's 5 yardline. There is 2 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006071,FALSE,finalized,5,11/20/15 20:10,run,0.6366,It is second down and inches. The ball is on your opponent's 20 yardline. There is 2 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006072,FALSE,finalized,5,11/20/15 1:42,run,1,It is second down and inches. The ball is on your opponent's 40 yardline. There is 2 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006073,FALSE,finalized,5,11/19/15 2:59,run,0.6139,It is second down and inches. The ball is on your 45 yardline. There is 2 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006074,FALSE,finalized,5,11/21/15 2:49,pass,0.6161,It is second down and inches. The ball is on your 20 yardline. There is 2 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006075,FALSE,finalized,5,11/21/15 5:03,run,0.7727,It is second down and inches. The ball is on your opponent's 1 yardline. There is 7 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006076,FALSE,finalized,5,11/18/15 21:15,run,0.8255,It is second down and inches. The ball is on your opponent's 5 yardline. There is 7 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006077,FALSE,finalized,5,11/20/15 16:36,run,0.8305,It is second down and inches. The ball is on your opponent's 20 yardline. There is 7 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006078,FALSE,finalized,5,11/18/15 21:21,run,0.6211,It is second down and inches. The ball is on your opponent's 40 yardline. There is 7 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006079,FALSE,finalized,5,11/18/15 21:39,run,0.7945,It is second down and inches. The ball is on your 45 yardline. There is 7 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006080,FALSE,finalized,5,11/18/15 21:15,run,0.8255,It is second down and inches. The ball is on your 20 yardline. There is 7 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006081,FALSE,finalized,5,11/21/15 9:25,run,0.8307,It is second down and inches. The ball is on your opponent's 1 yardline. There is 2 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006082,FALSE,finalized,5,11/18/15 23:23,run,1,It is second down and inches. The ball is on your opponent's 5 yardline. There is 2 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006083,FALSE,finalized,5,11/20/15 13:42,run,0.8074,It is second down and inches. The ball is on your opponent's 20 yardline. There is 2 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006084,FALSE,finalized,5,11/19/15 1:09,pass,0.8086,It is second down and inches. The ball is on your opponent's 40 yardline. There is 2 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006085,FALSE,finalized,5,11/18/15 22:06,run,0.7939,It is second down and inches. The ball is on your 45 yardline. There is 2 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006086,FALSE,finalized,5,11/20/15 21:22,pass,0.7843,It is second down and inches. The ball is on your 20 yardline. There is 2 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006087,FALSE,finalized,5,11/19/15 4:25,run,0.8137,It is second down and inches. The ball is on your opponent's 1 yardline. There is 7 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006088,FALSE,finalized,5,11/19/15 10:54,run,1,It is second down and inches. The ball is on your opponent's 5 yardline. There is 7 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006089,FALSE,finalized,5,11/18/15 21:15,pass,0.6062,It is second down and inches. The ball is on your opponent's 20 yardline. There is 7 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006090,FALSE,finalized,5,11/20/15 21:25,run,0.6471,It is second down and inches. The ball is on your opponent's 40 yardline. There is 7 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006091,FALSE,finalized,5,11/19/15 11:23,run,0.8085,It is second down and inches. The ball is on your 45 yardline. There is 7 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006092,FALSE,finalized,5,11/21/15 2:19,run,0.6139,It is second down and inches. The ball is on your 20 yardline. There is 7 minutes left in the fourth quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006093,FALSE,finalized,5,11/19/15 11:01,Don't know / it depends,0.6259, You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006094,FALSE,finalized,5,11/20/15 15:01,run,1,It is second down and inches. The ball is on your opponent's 1 yardline. It is the first quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006095,FALSE,finalized,5,11/19/15 3:15,run,0.8119,It is second down and inches. The ball is on your opponent's 5 yardline. It is the first quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006096,FALSE,finalized,5,11/20/15 11:36,run,1,It is second down and inches. The ball is on your opponent's 20 yardline. It is the first quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006097,FALSE,finalized,5,11/20/15 19:20,run,0.804,It is second down and inches. The ball is on your opponent's 40 yardline. It is the first quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006098,FALSE,finalized,5,11/21/15 17:10,run,1,It is second down and inches. The ball is on your 45 yardline. It is the first quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006099,FALSE,finalized,5,11/21/15 2:44,run,0.7914,It is second down and inches. The ball is on your 20 yardline. It is the first quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006100,FALSE,finalized,5,11/21/15 5:03,run,0.585,It is second down and inches. The ball is on your opponent's 1 yardline. There is 3 seconds left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006101,FALSE,finalized,5,11/21/15 10:49,kick a field goal,0.4196,It is second down and inches. The ball is on your opponent's 5 yardline. There is 3 seconds left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006102,FALSE,finalized,5,11/18/15 21:52,kick a field goal,0.8058,It is second down and inches. The ball is on your opponent's 20 yardline. There is 3 seconds left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006103,FALSE,finalized,5,11/21/15 3:32,kick a field goal,0.402,It is second down and inches. The ball is on your opponent's 40 yardline. There is 3 seconds left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006104,FALSE,finalized,5,11/20/15 19:43,run,0.6053,It is second down and inches. The ball is on your 45 yardline. There is 3 seconds left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006105,FALSE,finalized,5,11/21/15 16:43,run,0.8092,It is second down and inches. The ball is on your opponent's 1 yardline. There is 2 minutes left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006106,FALSE,finalized,5,11/19/15 15:23,run,1,It is second down and inches. The ball is on your opponent's 5 yardline. There is 2 minutes left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006107,FALSE,finalized,5,11/20/15 9:58,run,1,It is second down and inches. The ball is on your opponent's 20 yardline. There is 2 minutes left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006108,FALSE,finalized,5,11/20/15 14:08,run,1,It is second down and inches. The ball is on your opponent's 40 yardline. There is 2 minutes left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006109,FALSE,finalized,5,11/19/15 1:09,run,0.8182,It is second down and inches. The ball is on your 45 yardline. There is 2 minutes left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006110,FALSE,finalized,5,11/21/15 2:41,run,0.8072,It is second down and inches. The ball is on your 20 yardline. There is 2 minutes left in the second quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006111,FALSE,finalized,5,11/19/15 10:30,run,1,It is second down and inches. The ball is on your opponent's 1 yardline. There is 2 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006112,FALSE,finalized,5,11/21/15 14:31,run,0.8085,It is second down and inches. The ball is on your opponent's 5 yardline. There is 2 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006113,FALSE,finalized,5,11/20/15 18:31,run,1,It is second down and inches. The ball is on your opponent's 20 yardline. There is 2 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006114,FALSE,finalized,5,11/21/15 3:48,run,0.8155,It is second down and inches. The ball is on your opponent's 40 yardline. There is 2 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006115,FALSE,finalized,5,11/19/15 3:15,run,0.6078,It is second down and inches. The ball is on your 45 yardline. There is 2 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006116,FALSE,finalized,5,11/21/15 4:06,run,0.5962,It is second down and inches. The ball is on your 20 yardline. There is 2 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006117,FALSE,finalized,5,11/20/15 19:58,run,1,It is second down and inches. The ball is on your opponent's 1 yardline. There is 7 minutes left in the third quarter. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
